uid,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,user_active_loc,user_edu,political_affiliation,expected_title,user_skills,education_ordinal,job_level_ordinal,ground_truth_jd_id,user_profile_text
REC_01407,3.0,16.0,31.0,51.2,8.0,Male,Mid-level,Manufacturing,Beijing,Bachelor's,Non-affiliated,Production Scheduler,"Minitab, Signal Processing, Automation, IoT, IoT Architecture, Business Continuity",1.0,2,JD_1126,"Skills: Minitab, Signal Processing, Automation, IoT, IoT Architecture, Business Continuity. Education: Bachelor's. Level: Mid-level. Expected Title: Production Scheduler. Industry: Manufacturing"
REC_01091,6.0,25.0,31.0,42.6,6.0,Female,Senior,Retail,Tianjin,Bachelor's,CPC Candidate,Planner Store,"Data Analysis, Omnichannel Retail, Pricing Strategy, Inventory Optimization, Data Entry",1.0,3,JD_1029,"Skills: Data Analysis, Omnichannel Retail, Pricing Strategy, Inventory Optimization, Data Entry. Education: Bachelor's. Level: Senior. Expected Title: Planner Store. Industry: Retail"
REC_04210,16.0,45.0,,52.7,7.0,Female,Manager,Healthcare,Changsha,Bachelor's,,Clinical Trial Coordinator,"PyTorch, Regulatory Compliance, Compliance Auditing, GCP, Python, SQL Tuning, HIPAA/HITECH, Clinical Trial Design",1.0,5,JD_1224,"Skills: PyTorch, Regulatory Compliance, Compliance Auditing, GCP, Python, SQL Tuning, HIPAA/HITECH, Clinical Trial Design. Education: Bachelor's. Level: Manager. Expected Title: Clinical Trial Coordinator. Industry: Healthcare"
REC_00743,1.0,15.0,24.0,44.1,12.0,Female,Junior,Education Technology,Xi'an,Bachelor's,Non-affiliated,Instructional Designer,"Survey Design, Wireframing, Curriculum Development, Pedagogy, LTI Standards, Operations Management",1.0,1,JD_1492,"Skills: Survey Design, Wireframing, Curriculum Development, Pedagogy, LTI Standards, Operations Management. Education: Bachelor's. Level: Junior. Expected Title: Instructional Designer. Industry: Education Technology"
REC_02324,9.0,27.0,34.0,,4.0,Female,Senior,Energy,Tianjin,Bachelor's,Non-affiliated,Utility Data Scientist,"Energy Yield Modeling, MATLAB/Simulink, Big Data (Spark), Leadership, Control Theory, Troubleshooting",1.0,3,JD_1864,"Skills: Energy Yield Modeling, MATLAB/Simulink, Big Data (Spark), Leadership, Control Theory, Troubleshooting. Education: Bachelor's. Level: Senior. Expected Title: Utility Data Scientist. Industry: Energy"
REC_03602,2.0,,27.0,48.5,6.0,Female,Junior,Gaming,Nanjing,Bachelor's,Non-affiliated,Behavior Researcher,"Communication, Data Analysis, Unity, Databases, Logic Design",1.0,1,JD_0427,"Skills: Communication, Data Analysis, Unity, Databases, Logic Design. Education: Bachelor's. Level: Junior. Expected Title: Behavior Researcher. Industry: Gaming"
REC_02124,16.0,37.0,41.0,,11.0,Female,Manager,Energy,Beijing,Master's,Non-affiliated,Power Plant Manager,"Leadership, Regulatory Frameworks, Energy Markets, MATLAB, Energy Yield Modeling, PSCAD/PSS®E",2.0,5,JD_1286,"Skills: Leadership, Regulatory Frameworks, Energy Markets, MATLAB, Energy Yield Modeling, PSCAD/PSS®E. Education: Master's. Level: Manager. Expected Title: Power Plant Manager. Industry: Energy"
REC_02095,1.0,13.0,24.0,39.2,8.0,Female,Junior,Logistics,Tianjin,Master's,CPC Member,Freight Forwarder,"Supply Chain Management, Process Optimization, Logistics Planning, Kafka, Excel, Vendor Management",2.0,1,JD_0989,"Skills: Supply Chain Management, Process Optimization, Logistics Planning, Kafka, Excel, Vendor Management. Education: Master's. Level: Junior. Expected Title: Freight Forwarder. Industry: Logistics"
REC_00241,7.0,33.0,32.0,,8.0,Male,Lead,Retail,Zhengzhou,High School,Non-affiliated,Insights Shopper,"C# / Java, Qualitative Research, Data Visualization, Database Management, Visual Merchandising, Negotiation",0.0,4,JD_0086,"Skills: C# / Java, Qualitative Research, Data Visualization, Database Management, Visual Merchandising, Negotiation. Education: High School. Level: Lead. Expected Title: Insights Shopper. Industry: Retail"
REC_02352,2.0,15.0,25.0,50.9,8.0,Female,Junior,Real Estate,Guangzhou,Bachelor's,CPC Member,Project Controller,"Real Estate Economics, Spatial Databases, Construction Knowledge, Operations Management, Python (GeoPandas)",1.0,1,JD_0673,"Skills: Real Estate Economics, Spatial Databases, Construction Knowledge, Operations Management, Python (GeoPandas). Education: Bachelor's. Level: Junior. Expected Title: Project Controller. Industry: Real Estate"
REC_01371,11.0,27.0,37.0,,,Female,Lead,FinTech,Xi'an,,CPC Member,Risk Head of,"C++, Logistic Regression, Auditing, Ethereum, Fraud Detection",,4,JD_1631,"Skills: C++, Logistic Regression, Auditing, Ethereum, Fraud Detection. Education: . Level: Lead. Expected Title: Risk Head of. Industry: FinTech"
REC_01058,2.0,10.0,28.0,43.7,9.0,Male,Junior,Media,,Ph.D.,CPC Member,Streaming Video Eng,"Copyright Law, High Throughput, Communication, Agile/Scrum, Networking, Broadcast Engineering, SQL, Tableau",3.0,1,JD_0252,"Skills: Copyright Law, High Throughput, Communication, Agile/Scrum, Networking, Broadcast Engineering, SQL, Tableau. Education: Ph.D.. Level: Junior. Expected Title: Streaming Video Eng. Industry: Media"
REC_04817,3.0,12.0,29.0,38.7,9.0,Male,Mid-level,Healthcare,,Bachelor's,Non-affiliated,Bioinformatics Scientist,"SAS, Bash/Shell, Mobile Development, PyTorch, JavaScript, Python",1.0,2,JD_0511,"Skills: SAS, Bash/Shell, Mobile Development, PyTorch, JavaScript, Python. Education: Bachelor's. Level: Mid-level. Expected Title: Bioinformatics Scientist. Industry: Healthcare"
REC_00200,12.0,29.0,37.0,47.4,8.0,Female,Senior,Retail,Guangzhou,Bachelor's,Non-affiliated,Buying Coordinator,"Loss Prevention, Category Management, POS Architecture, Market Research, Vendor Management, CRM Systems (Salesforce), Data Entry, Communication",1.0,3,JD_0170,"Skills: Loss Prevention, Category Management, POS Architecture, Market Research, Vendor Management, CRM Systems (Salesforce), Data Entry, Communication. Education: Bachelor's. Level: Senior. Expected Title: Buying Coordinator. Industry: Retail"
REC_02281,0.0,,23.0,40.8,7.0,Female,Intern,Gaming,Shenzhen,Bachelor's,Non-affiliated,Narrative Technical,"Databases, SQL, Network Programming, A/B Testing, UI/UX Design, Cloud Architecture (AWS), Logic Design, Unreal Engine",1.0,0,JD_0317,"Skills: Databases, SQL, Network Programming, A/B Testing, UI/UX Design, Cloud Architecture (AWS), Logic Design, Unreal Engine. Education: Bachelor's. Level: Intern. Expected Title: Narrative Technical. Industry: Gaming"
REC_04750,1.0,9.0,22.0,46.7,9.0,Male,Intern,Telecom,Shenzhen,Bachelor's,Non-affiliated,OSS/BSS Developer,"Signaling Security, Regulatory Compliance, Telecom Fundamentals, NFV/SDN, Network Slicing",1.0,0,JD_1697,"Skills: Signaling Security, Regulatory Compliance, Telecom Fundamentals, NFV/SDN, Network Slicing. Education: Bachelor's. Level: Intern. Expected Title: OSS/BSS Developer. Industry: Telecom"
REC_02221,0.0,10.0,24.0,42.0,13.0,Male,Intern,Energy,Wuhan,High School,CPC Member,Renewable Specialist,"Algorithmic Trading, PSCAD/PSS®E, Financial Modeling, Big Data (Spark), Environmental Science",0.0,0,JD_1022,"Skills: Algorithmic Trading, PSCAD/PSS®E, Financial Modeling, Big Data (Spark), Environmental Science. Education: High School. Level: Intern. Expected Title: Renewable Specialist. Industry: Energy"
REC_04772,10.0,24.0,36.0,44.5,3.0,Female,Senior,FinTech,Shenzhen,Master's,Non-affiliated,Algorithmic Trader,"SQL, GLM, Statistical Theory, NetworkX, Excel, Solidity",2.0,3,JD_1631,"Skills: SQL, GLM, Statistical Theory, NetworkX, Excel, Solidity. Education: Master's. Level: Senior. Expected Title: Algorithmic Trader. Industry: FinTech"
REC_02820,18.0,45.0,43.0,44.5,11.0,Male,VP,Retail,Guangzhou,Master's,Non-affiliated,Visual Merchandiser,"Physical Security, Negotiation, Inventory Optimization, Database Management, Inventory Planning, Data Visualization",2.0,7,JD_1440,"Skills: Physical Security, Negotiation, Inventory Optimization, Database Management, Inventory Planning, Data Visualization. Education: Master's. Level: VP. Expected Title: Visual Merchandiser. Industry: Retail"
REC_03151,9.0,45.0,29.0,38.0,7.0,Male,Lead,E-Commerce,Tianjin,Master's,CPC Candidate,Chain Supply Planner,"SQL, UX Strategy, Data Visualization, Copywriting, Tableau",2.0,4,JD_0168,"Skills: SQL, UX Strategy, Data Visualization, Copywriting, Tableau. Education: Master's. Level: Lead. Expected Title: Chain Supply Planner. Industry: E-Commerce"
REC_04257,,20.0,33.0,44.3,7.0,Female,Senior,Energy,Beijing,Master's,CPC Member,HSE Compliance Lead,"Excel, Troubleshooting, Risk Assessment (HAZOP), Auditing, Environmental Science",2.0,3,JD_0001,"Skills: Excel, Troubleshooting, Risk Assessment (HAZOP), Auditing, Environmental Science. Education: Master's. Level: Senior. Expected Title: HSE Compliance Lead. Industry: Energy"
REC_03108,1.0,15.0,26.0,46.7,6.0,Male,Junior,E-Commerce,Xi'an,Ph.D.,Non-affiliated,Growth Hacker,"Web Analytics, A/B Testing, Supply Chain Management, C++, ERP Systems, Elasticsearch",3.0,1,JD_0277,"Skills: Web Analytics, A/B Testing, Supply Chain Management, C++, ERP Systems, Elasticsearch. Education: Ph.D.. Level: Junior. Expected Title: Growth Hacker. Industry: E-Commerce"
REC_01974,0.0,15.0,24.0,46.5,9.0,Female,Junior,E-Commerce,,Bachelor's,Non-affiliated,LTV Analyst,"C++, UX Research, PIM systems, A/B Testing, Digital Marketing",1.0,1,JD_0359,"Skills: C++, UX Research, PIM systems, A/B Testing, Digital Marketing. Education: Bachelor's. Level: Junior. Expected Title: LTV Analyst. Industry: E-Commerce"
REC_01376,13.0,52.0,34.0,50.4,5.0,Female,Manager,Education Technology,Shanghai,Bachelor's,Democratic Party Member,Tutor Online Coordinator,"Educational Data Mining, Data Analysis, API Development, Pedagogy, SQL, Product Management",1.0,5,JD_0944,"Skills: Educational Data Mining, Data Analysis, API Development, Pedagogy, SQL, Product Management. Education: Bachelor's. Level: Manager. Expected Title: Tutor Online Coordinator. Industry: Education Technology"
REC_03969,12.0,20.0,,44.2,,Male,Senior,Education Technology,Chongqing,Bachelor's,Non-affiliated,Learning Scientist,"Tableau/Power BI, SQL, Game Design, System Architecture, Psychometrics, UI/UX Design, Agile/Scrum, Python",1.0,3,JD_1993,"Skills: Tableau/Power BI, SQL, Game Design, System Architecture, Psychometrics, UI/UX Design, Agile/Scrum, Python. Education: Bachelor's. Level: Senior. Expected Title: Learning Scientist. Industry: Education Technology"
REC_04063,16.0,55.0,39.0,44.3,9.0,Female,Director,Manufacturing,Guangzhou,Bachelor's,Non-affiliated,Predictive Maint Eng,"Spectroscopy, Python, PLC Programming, Data Analysis, SCADA, Computer Vision, Digital Twin",1.0,6,JD_0384,"Skills: Spectroscopy, Python, PLC Programming, Data Analysis, SCADA, Computer Vision, Digital Twin. Education: Bachelor's. Level: Director. Expected Title: Predictive Maint Eng. Industry: Manufacturing"
REC_04446,9.0,33.0,31.0,51.4,5.0,Female,Senior,Real Estate,Xi'an,Ph.D.,Democratic Party Member,Product PropTech Mgr,"3D Modeling, Python/R, Data Visualization, Excel, Lease Administration, GIS (ArcGIS/QGIS), Portfolio Management, Python (GeoPandas)",3.0,3,JD_1615,"Skills: 3D Modeling, Python/R, Data Visualization, Excel, Lease Administration, GIS (ArcGIS/QGIS), Portfolio Management, Python (GeoPandas). Education: Ph.D.. Level: Senior. Expected Title: Product PropTech Mgr. Industry: Real Estate"
REC_03558,1.0,8.5,23.0,44.3,8.0,Male,Intern,Retail,Xi'an,Master's,Non-affiliated,Category Manager,"Market Research, SQL, Retail Math, E-commerce, ERP Systems, API Integration",2.0,0,JD_0910,"Skills: Market Research, SQL, Retail Math, E-commerce, ERP Systems, API Integration. Education: Master's. Level: Intern. Expected Title: Category Manager. Industry: Retail"
REC_00965,,10.0,25.0,,4.0,Male,Junior,Manufacturing,Guangzhou,Bachelor's,Non-affiliated,Robotics Programmer,"C++, IoT Architecture, Manufacturing Execution Systems (MES), Reliability Engineering, Python",1.0,1,JD_0254,"Skills: C++, IoT Architecture, Manufacturing Execution Systems (MES), Reliability Engineering, Python. Education: Bachelor's. Level: Junior. Expected Title: Robotics Programmer. Industry: Manufacturing"
REC_00180,6.0,15.0,34.0,47.8,6.0,Female,Mid-level,FinTech,Shanghai,Bachelor's,Non-affiliated,Actuarial Scientist,"SAS, Quantitative Finance, Go, Financial Modeling, Anomaly Detection, Time Series Analysis, Actuarial Modeling",1.0,2,JD_0303,"Skills: SAS, Quantitative Finance, Go, Financial Modeling, Anomaly Detection, Time Series Analysis, Actuarial Modeling. Education: Bachelor's. Level: Mid-level. Expected Title: Actuarial Scientist. Industry: FinTech"
REC_03699,9.0,39.0,34.0,45.1,5.0,Male,Senior,FinTech,Wuhan,Bachelor's,Non-affiliated,Credit Scorer,"SAS, Payment Gateways, Fraud Detection, Quantitative Finance, GLM, Anomaly Detection",1.0,3,JD_0005,"Skills: SAS, Payment Gateways, Fraud Detection, Quantitative Finance, GLM, Anomaly Detection. Education: Bachelor's. Level: Senior. Expected Title: Credit Scorer. Industry: FinTech"
REC_03822,12.0,25.0,35.0,45.9,7.0,Male,Senior,Real Estate,Tianjin,Master's,CPC Candidate,GIS Specialist (RE),"Product Management, Network Security, Financial Modeling, Spatial Databases, BIM Coordination",2.0,3,JD_0136,"Skills: Product Management, Network Security, Financial Modeling, Spatial Databases, BIM Coordination. Education: Master's. Level: Senior. Expected Title: GIS Specialist (RE). Industry: Real Estate"
REC_04879,2.0,13.7,27.0,48.1,12.0,Female,Junior,Education Technology,Nanjing,Bachelor's,Democratic Party Member,Student Success Analyst,"Tableau/Power BI, Psychometrics, API Development, Database Design, Communication, Scheduling Algorithms, Wireframing",1.0,1,JD_1098,"Skills: Tableau/Power BI, Psychometrics, API Development, Database Design, Communication, Scheduling Algorithms, Wireframing. Education: Bachelor's. Level: Junior. Expected Title: Student Success Analyst. Industry: Education Technology"
REC_03900,15.0,30.0,35.0,53.9,4.0,Female,Manager,Retail,Zhengzhou,Bachelor's,Non-affiliated,Visual Merchandiser,"Marketing Analytics, Retail Math, C# / Java, SPSS, A/B Testing, Pricing Strategy, Networking",1.0,5,JD_1573,"Skills: Marketing Analytics, Retail Math, C# / Java, SPSS, A/B Testing, Pricing Strategy, Networking. Education: Bachelor's. Level: Manager. Expected Title: Visual Merchandiser. Industry: Retail"
REC_04488,10.0,39.0,36.0,45.4,10.0,Female,Senior,Telecom,Chongqing,Bachelor's,Non-affiliated,5G Network Architect,"Optical Engineering, OSP Design, Spectrum Analysis, Telecom Standards, Signal Processing, Project Management",1.0,3,JD_0380,"Skills: Optical Engineering, OSP Design, Spectrum Analysis, Telecom Standards, Signal Processing, Project Management. Education: Bachelor's. Level: Senior. Expected Title: 5G Network Architect. Industry: Telecom"
REC_03239,2.0,15.0,29.0,47.5,7.0,Male,Junior,Real Estate,Zhengzhou,Master's,Non-affiliated,RE Portfolio Strategist,"Product Management, PropTech Market, Lease Administration, Valuation, Python, IoT Architecture, BIM Coordination",2.0,1,JD_0673,"Skills: Product Management, PropTech Market, Lease Administration, Valuation, Python, IoT Architecture, BIM Coordination. Education: Master's. Level: Junior. Expected Title: RE Portfolio Strategist. Industry: Real Estate"
REC_02975,1.0,15.0,27.0,42.3,15.0,Male,Junior,Logistics,Tianjin,Master's,Non-affiliated,Freight Forwarder,"Inventory Management, Time Series Forecasting, Compliance, Negotiation, IoT Security",2.0,1,JD_1593,"Skills: Inventory Management, Time Series Forecasting, Compliance, Negotiation, IoT Security. Education: Master's. Level: Junior. Expected Title: Freight Forwarder. Industry: Logistics"
REC_03581,,28.0,30.0,50.4,5.0,Female,Mid-level,Education Technology,Guangzhou,Bachelor's,CPC Member,Data Curriculum Scientist,"Roadmapping, Pedagogy, Data Analysis, Training, LTI Standards, Predictive Modeling, Machine Learning",1.0,2,JD_0216,"Skills: Roadmapping, Pedagogy, Data Analysis, Training, LTI Standards, Predictive Modeling, Machine Learning. Education: Bachelor's. Level: Mid-level. Expected Title: Data Curriculum Scientist. Industry: Education Technology"
REC_02888,3.0,20.0,24.0,37.1,10.0,Female,Mid-level,Retail,Xi'an,Bachelor's,CPC Member,Buying Coordinator,"Inventory Optimization, Marketing Analytics, SQL, Communication, Database Management",1.0,2,JD_0846,"Skills: Inventory Optimization, Marketing Analytics, SQL, Communication, Database Management. Education: Bachelor's. Level: Mid-level. Expected Title: Buying Coordinator. Industry: Retail"
REC_02576,3.0,25.0,27.0,44.3,7.0,Female,Mid-level,Healthcare,Chengdu,High School,Non-affiliated,Telemedicine Developer,"R, GCP, Medical Imaging (DICOM), Biostatistics, EHR/EMR Systems, Security",0.0,2,JD_0299,"Skills: R, GCP, Medical Imaging (DICOM), Biostatistics, EHR/EMR Systems, Security. Education: High School. Level: Mid-level. Expected Title: Telemedicine Developer. Industry: Healthcare"
REC_01420,0.0,16.0,27.0,44.9,5.0,Male,Junior,Energy,Chongqing,Ph.D.,CPC Member,HSE Compliance Lead,"Plant Operations, Environmental Comp, Big Data (Spark), Research, Financial Modeling, Energy Yield Modeling",3.0,1,JD_0296,"Skills: Plant Operations, Environmental Comp, Big Data (Spark), Research, Financial Modeling, Energy Yield Modeling. Education: Ph.D.. Level: Junior. Expected Title: HSE Compliance Lead. Industry: Energy"
REC_03908,,10.0,29.0,46.9,1.0,Female,Junior,Logistics,Beijing,Bachelor's,Non-affiliated,Freight Forwarder,"Freight Forwarding, Physical Security, Excel, OR-Tools, Compliance, HTS Classification",1.0,1,JD_0188,"Skills: Freight Forwarding, Physical Security, Excel, OR-Tools, Compliance, HTS Classification. Education: Bachelor's. Level: Junior. Expected Title: Freight Forwarder. Industry: Logistics"
REC_04674,1.0,10.0,24.0,37.7,3.0,Male,Junior,Healthcare,Tianjin,Master's,Non-affiliated,Bioinformatics Scientist,"Linux/Unix, Python, Network Security, Regulatory Compliance, EHR/EMR Systems",2.0,1,JD_0469,"Skills: Linux/Unix, Python, Network Security, Regulatory Compliance, EHR/EMR Systems. Education: Master's. Level: Junior. Expected Title: Bioinformatics Scientist. Industry: Healthcare"
REC_04903,6.0,35.0,29.0,43.3,12.0,Female,Senior,Energy,Tianjin,Bachelor's,Non-affiliated,HSE Compliance Lead,"Auditing, Operations Management, Energy Markets, Environmental Comp, PSCAD/PSS®E, Excel, Decline Curve Analysis",1.0,3,JD_1776,"Skills: Auditing, Operations Management, Energy Markets, Environmental Comp, PSCAD/PSS®E, Excel, Decline Curve Analysis. Education: Bachelor's. Level: Senior. Expected Title: HSE Compliance Lead. Industry: Energy"
REC_01861,0.0,15.0,23.0,38.4,9.0,Male,Junior,E-Commerce,Tianjin,Master's,CPC Candidate,Optimizer Conversion,"Recommendation Systems, UX Strategy, Optimizely, Learning to Rank, Vector Databases, SQL, Customer Analytics, Warehouse Management Systems",2.0,1,JD_0277,"Skills: Recommendation Systems, UX Strategy, Optimizely, Learning to Rank, Vector Databases, SQL, Customer Analytics, Warehouse Management Systems. Education: Master's. Level: Junior. Expected Title: Optimizer Conversion. Industry: E-Commerce"
REC_00009,1.0,9.0,25.0,54.7,6.0,Male,Junior,Education Technology,Shenzhen,Master's,Non-affiliated,Curriculum Data Scientist,"User Research, Cloud Computing, Scheduling Algorithms, Instructional Design, UI/UX Design",2.0,1,JD_0528,"Skills: User Research, Cloud Computing, Scheduling Algorithms, Instructional Design, UI/UX Design. Education: Master's. Level: Junior. Expected Title: Curriculum Data Scientist. Industry: Education Technology"
REC_02895,,25.0,36.0,44.9,5.0,Male,Lead,Gaming,Chongqing,Master's,CPC Member,Gameplay Programmer,"Wireframing, Live Operations, Reverse Engineering, Agile, Databases, Psychometrics, UI/UX Design",2.0,4,JD_1199,"Skills: Wireframing, Live Operations, Reverse Engineering, Agile, Databases, Psychometrics, UI/UX Design. Education: Master's. Level: Lead. Expected Title: Gameplay Programmer. Industry: Gaming"
REC_02848,12.0,35.0,41.0,36.6,7.0,Female,Lead,Retail,Hangzhou,Bachelor's,Non-affiliated,POS Systems Dev,"Procurement, E-commerce, Inventory Optimization, Market Research, Data Analysis, ERP Systems",1.0,4,JD_0086,"Skills: Procurement, E-commerce, Inventory Optimization, Market Research, Data Analysis, ERP Systems. Education: Bachelor's. Level: Lead. Expected Title: POS Systems Dev. Industry: Retail"
REC_03665,11.0,26.0,36.0,,7.0,Male,Lead,Media,Changsha,Bachelor's,CPC Member,Sound Engine Dev,"Broadcast Engineering, C++, Audio Programming, Project Management, AR/VR Tech, Networking, Wwise/FMOD",1.0,4,JD_1608,"Skills: Broadcast Engineering, C++, Audio Programming, Project Management, AR/VR Tech, Networking, Wwise/FMOD. Education: Bachelor's. Level: Lead. Expected Title: Sound Engine Dev. Industry: Media"
REC_00145,4.0,20.0,,44.7,10.0,Female,Mid-level,Manufacturing,Xi'an,Bachelor's,Non-affiliated,Smart Factory Consultant,"Chemistry, Consulting, IoT, Computer Vision, Kinematics",1.0,2,JD_1049,"Skills: Chemistry, Consulting, IoT, Computer Vision, Kinematics. Education: Bachelor's. Level: Mid-level. Expected Title: Smart Factory Consultant. Industry: Manufacturing"
REC_02105,0.0,,25.0,42.2,12.0,Male,Intern,Education Technology,Chongqing,,Non-affiliated,Instructional Designer,"Instructional Design, Qualitative Research, Behavioral Psychology, Curriculum Development, Machine Learning, UI/UX Design, API Development",,0,JD_0313,"Skills: Instructional Design, Qualitative Research, Behavioral Psychology, Curriculum Development, Machine Learning, UI/UX Design, API Development. Education: . Level: Intern. Expected Title: Instructional Designer. Industry: Education Technology"
REC_03144,5.0,20.0,28.0,54.8,4.0,Female,Senior,Real Estate,Shenzhen,Master's,CPC Member,Investment Analyst,"Python (GeoPandas), Environmental Regs, Argus, Underwriting, Python/R, BMS Systems, Valuation, Revit",2.0,3,JD_0568,"Skills: Python (GeoPandas), Environmental Regs, Argus, Underwriting, Python/R, BMS Systems, Valuation, Revit. Education: Master's. Level: Senior. Expected Title: Investment Analyst. Industry: Real Estate"
REC_00842,2.0,10.0,29.0,52.1,,Female,Junior,Retail,Zhengzhou,High School,Non-affiliated,CRM Data Analyst,"Pricing Strategy, POS Architecture, Excel, Database Management, Data Visualization",0.0,1,JD_1311,"Skills: Pricing Strategy, POS Architecture, Excel, Database Management, Data Visualization. Education: High School. Level: Junior. Expected Title: CRM Data Analyst. Industry: Retail"
REC_01129,3.0,10.0,24.0,47.7,7.0,Male,Junior,Manufacturing,Suzhou,Bachelor's,Non-affiliated,Automation Architect,"Reliability Engineering, Supply Chain Mapping, Six Sigma, Business Continuity, Excel, Risk Management, SCADA, Financial Analysis",1.0,1,JD_0254,"Skills: Reliability Engineering, Supply Chain Mapping, Six Sigma, Business Continuity, Excel, Risk Management, SCADA, Financial Analysis. Education: Bachelor's. Level: Junior. Expected Title: Automation Architect. Industry: Manufacturing"
REC_00152,11.0,20.0,33.0,51.9,6.0,Male,Senior,Logistics,Nanjing,Master's,Non-affiliated,IoT Telemetry Analyst,"Spark, Negotiation, Supply Chain Law, Vendor Management, Physical Security, S&OP Process",2.0,3,JD_0206,"Skills: Spark, Negotiation, Supply Chain Law, Vendor Management, Physical Security, S&OP Process. Education: Master's. Level: Senior. Expected Title: IoT Telemetry Analyst. Industry: Logistics"
REC_03592,15.0,45.0,39.0,46.8,7.0,Female,Director,E-Commerce,Changsha,Bachelor's,CPC Candidate,Digital Marketer,"Cohort Analysis, Copywriting, NLP, HTML/CSS, Python",1.0,6,JD_0585,"Skills: Cohort Analysis, Copywriting, NLP, HTML/CSS, Python. Education: Bachelor's. Level: Director. Expected Title: Digital Marketer. Industry: E-Commerce"
REC_01053,2.0,25.0,25.0,44.3,8.0,Male,Mid-level,FinTech,Chengdu,Bachelor's,Non-affiliated,Credit Scorer,"Go, Market Microstructure, Microservices, PCI-DSS, SQL, System Architecture, Corporate Finance, Quantitative Finance",1.0,2,JD_0303,"Skills: Go, Market Microstructure, Microservices, PCI-DSS, SQL, System Architecture, Corporate Finance, Quantitative Finance. Education: Bachelor's. Level: Mid-level. Expected Title: Credit Scorer. Industry: FinTech"
REC_01591,2.0,10.0,28.0,37.5,8.0,Male,Junior,Logistics,Xi'an,Bachelor's,Non-affiliated,Delivery Last-Mile Spec,"Logistics Coordination, Customer Service, Logistics Planning, Incoterms, Telematics",1.0,1,JD_0188,"Skills: Logistics Coordination, Customer Service, Logistics Planning, Incoterms, Telematics. Education: Bachelor's. Level: Junior. Expected Title: Delivery Last-Mile Spec. Industry: Logistics"
REC_03009,3.0,20.0,31.0,41.5,5.0,Female,Mid-level,Healthcare,Chongqing,Master's,,EHR Systems Architect,"Clinical Trial Design, HL7/FHIR, HIPAA/HITECH, Linux/Unix, Genetics, Security, IoT Integration",2.0,2,JD_1093,"Skills: Clinical Trial Design, HL7/FHIR, HIPAA/HITECH, Linux/Unix, Genetics, Security, IoT Integration. Education: Master's. Level: Mid-level. Expected Title: EHR Systems Architect. Industry: Healthcare"
REC_02030,12.0,40.0,38.0,37.3,7.0,Male,Senior,Telecom,Chengdu,Master's,Non-affiliated,5G Network Architect,"Troubleshooting, Signaling Security, Cloud Computing, NFV/SDN, Telecom Fundamentals, Penetration Testing",2.0,3,JD_1271,"Skills: Troubleshooting, Signaling Security, Cloud Computing, NFV/SDN, Telecom Fundamentals, Penetration Testing. Education: Master's. Level: Senior. Expected Title: 5G Network Architect. Industry: Telecom"
REC_03419,18.0,54.7,42.0,50.9,7.0,Male,Director,FinTech,Chengdu,Bachelor's,,Quantitative Analyst,"SAS, Basel III, Cryptography, Excel, Regulatory Compliance, XGBoost, Go",1.0,6,JD_1155,"Skills: SAS, Basel III, Cryptography, Excel, Regulatory Compliance, XGBoost, Go. Education: Bachelor's. Level: Director. Expected Title: Quantitative Analyst. Industry: FinTech"
REC_01808,7.0,43.7,29.0,38.8,,Female,Lead,Retail,Zhengzhou,,,Buying Coordinator,"Python, Project Management, Inventory Optimization, Procurement, Database Management",,4,JD_0086,"Skills: Python, Project Management, Inventory Optimization, Procurement, Database Management. Education: . Level: Lead. Expected Title: Buying Coordinator. Industry: Retail"
REC_02697,8.0,20.0,33.0,45.4,8.0,Male,Senior,Education Technology,Zhengzhou,Bachelor's,Non-affiliated,LMS Architect,"User Research, Operations Management, UI/UX Design, Pedagogy, Educational Data Mining, Machine Learning, API Development, Data Analysis",1.0,3,JD_1993,"Skills: User Research, Operations Management, UI/UX Design, Pedagogy, Educational Data Mining, Machine Learning, API Development, Data Analysis. Education: Bachelor's. Level: Senior. Expected Title: LMS Architect. Industry: Education Technology"
REC_03040,6.0,15.0,33.0,56.0,12.0,Male,Mid-level,Telecom,Zhengzhou,Bachelor's,,RF Optimization Eng,"DSP, DDoS Mitigation, SBC Config, Regulatory Compliance, Microservices, Data Analysis, Java, RF Engineering",1.0,2,JD_0667,"Skills: DSP, DDoS Mitigation, SBC Config, Regulatory Compliance, Microservices, Data Analysis, Java, RF Engineering. Education: Bachelor's. Level: Mid-level. Expected Title: RF Optimization Eng. Industry: Telecom"
REC_00473,10.0,36.0,35.0,37.0,8.0,Male,Senior,FinTech,Xi'an,Bachelor's,Democratic Party Member,Actuarial Scientist,"Go, Quantitative Finance, Excel, Web3.js, Financial Modeling, GLM, Time Series Analysis",1.0,3,JD_1509,"Skills: Go, Quantitative Finance, Excel, Web3.js, Financial Modeling, GLM, Time Series Analysis. Education: Bachelor's. Level: Senior. Expected Title: Actuarial Scientist. Industry: FinTech"
